YEAR,GAME_ID,CURRENT_ROUND,TEAM_A,TEAM_A_NO,SEED_A,SCORE_A,TEAM_B,TEAM_B_NO,SEED_B,SCORE_B,TARGET,KADJ EM_A,KADJ O_A,KADJ D_A,BADJ EM_A,BADJ O_A,BADJ D_A,BARTHAG_A,EFG%_A,EFG%D_A,TOV%_A,TOV%D_A,OREB%_A,DREB%_A,FTR_A,FTRD_A,ELITE SOS_A,WAB_A,EXP_A,TALENT_A,WIN%_A,KADJ EM_B,KADJ O_B,KADJ D_B,BADJ EM_B,BADJ O_B,BADJ D_B,BARTHAG_B,EFG%_B,EFG%D_B,TOV%_B,TOV%D_B,OREB%_B,DREB%_B,FTR_B,FTRD_B,ELITE SOS_B,WAB_B,EXP_B,TALENT_B,WIN%_B,KADJ EM_DIFF,KADJ O_DIFF,KADJ D_DIFF,BADJ EM_DIFF,BADJ O_DIFF,BADJ D_DIFF,BARTHAG_DIFF,EFG%_DIFF,EFG%D_DIFF,TOV%_DIFF,TOV%D_DIFF,OREB%_DIFF,DREB%_DIFF,ELITE SOS_DIFF,WAB_DIFF,WIN%_DIFF,TALENT_DIFF,EXP_DIFF,SEED_DIFF
2010,271,16,West Virginia,135,2,69,Washington,136,11,56,1,25.7322,117.329,91.5966,24.3,116.7,92.4,0.936,49.3,47.7,18.1,20.9,42.4,68.8,38.2,40.6,34.312,8.0,1.753,69.372,81.81818,17.9107,111.513,93.6021,18.0,111.3,93.3,0.884,49.4,46.2,17.5,22.0,37.4,68.4,42.0,46.4,24.044,1.2,1.502,80.577,72.72727,7.8215,5.815999999999988,-2.005499999999998,6.300000000000001,5.400000000000006,-0.8999999999999915,0.052000000000000046,-0.10000000000000142,1.5,0.6000000000000014,-1.1000000000000014,5.0,0.3999999999999915,10.267999999999997,6.8,9.090909999999994,-11.204999999999998,0.2509999999999999,-9
2010,273,16,Cornell,189,12,45,Kentucky,178,1,62,0,13.552,115.443,101.891,13.1,114.0,100.9,0.803,56.4,47.6,18.5,20.9,32.0,70.3,28.9,38.9,16.574,1.9,2.416,1.23,86.2069,24.9097,114.384,89.4743,24.9,114.0,89.1,0.945,53.0,43.5,20.5,19.9,40.8,68.0,43.5,27.7,24.373,8.6,0.851,90.246,94.11765,-11.357700000000001,1.0589999999999975,12.416700000000006,-11.799999999999999,0.0,11.800000000000011,-0.1419999999999999,3.3999999999999986,4.100000000000001,-2.0,1.0,-8.799999999999997,2.299999999999997,-7.7989999999999995,-6.699999999999999,-7.910749999999993,-89.01599999999999,1.565,11
2010,275,16,Kansas St.,179,2,101,Xavier,131,6,96,1,24.9367,115.425,90.4885,25.4,115.5,90.1,0.946,50.6,46.9,20.2,23.6,41.0,66.8,52.1,47.3,35.3,6.8,1.717,43.295,78.125,19.8256,114.769,94.9437,19.6,114.3,94.7,0.897,52.5,45.7,18.3,18.2,35.0,70.6,42.4,33.2,27.451,2.8,1.45,54.813,75.0,5.111099999999997,0.6559999999999917,-4.455200000000005,5.799999999999997,1.2000000000000028,-4.6000000000000085,0.04899999999999993,-1.8999999999999986,1.1999999999999957,1.8999999999999986,5.400000000000002,6.0,-3.799999999999997,7.848999999999997,4.0,3.125,-11.518,0.2670000000000001,-4
2010,277,16,Butler,193,5,63,Syracuse,149,1,59,1,20.0295,110.745,90.7154,18.6,109.2,90.6,0.895,52.0,46.3,19.2,21.1,31.2,72.9,47.7,35.8,20.638,4.5,1.671,31.589,87.5,27.5886,118.167,90.5783,26.9,116.7,89.8,0.953,57.3,46.1,21.1,22.7,37.2,65.0,37.4,25.3,28.835,7.5,1.804,56.087,87.5,-7.559100000000001,-7.421999999999997,0.13710000000000377,-8.299999999999997,-7.5,0.7999999999999972,-0.05799999999999994,-5.299999999999997,0.19999999999999574,-1.9000000000000021,-1.5999999999999979,-6.0000000000000036,7.900000000000006,-8.197,-3.0,0.0,-24.498000000000005,-0.133,4
2010,279,16,Ohio St.,160,2,73,Tennessee,147,6,76,0,25.4713,117.429,91.9581,24.7,116.2,91.5,0.94,56.4,47.4,17.3,21.7,29.4,71.5,35.7,26.8,30.606,5.7,1.975,77.427,79.41176,17.3928,106.604,89.2115,17.2,106.7,89.5,0.883,50.2,44.9,18.7,23.7,32.5,68.2,36.0,40.9,29.253,3.9,1.941,51.85,75.75758,8.078499999999998,10.825000000000003,2.746600000000001,7.5,9.5,2.0,0.05699999999999994,6.199999999999996,2.5,-1.3999999999999986,-2.0,-3.1000000000000014,3.299999999999997,1.3530000000000015,1.8000000000000003,3.6541799999999967,25.577000000000005,0.03400000000000003,-4
2010,281,16,Michigan St.,173,5,59,Northern Iowa,164,9,52,1,20.2975,112.268,91.9702,19.5,111.6,92.1,0.901,51.5,46.5,21.0,19.4,40.5,71.6,36.2,29.9,28.984,3.5,1.634,87.758,75.0,18.2648,108.029,89.7638,17.5,107.0,89.5,0.886,49.7,46.2,17.7,20.6,30.7,74.1,36.4,28.5,18.366,3.7,1.964,12.129,87.5,2.0326999999999984,4.239000000000004,2.206400000000002,2.0,4.599999999999994,2.5999999999999943,0.015000000000000013,1.7999999999999972,0.29999999999999716,3.3000000000000007,-1.2000000000000028,9.8,-2.5,10.618000000000002,-0.20000000000000018,-12.5,75.62899999999999,-0.33000000000000007,-4
2010,283,32,Villanova,138,2,68,Saint Mary's,153,10,75,0,22.9755,118.572,95.5965,22.9,118.0,95.1,0.923,53.0,47.2,19.1,20.9,38.0,68.1,44.0,49.0,33.157,5.5,1.602,89.439,77.41935,19.4058,116.442,97.0364,17.9,115.2,97.3,0.875,55.7,45.8,17.0,16.3,33.9,69.1,32.1,31.4,17.876,1.9,1.478,22.783,83.33333,3.569700000000001,2.1300000000000097,-1.4398999999999944,5.0,2.799999999999997,-2.200000000000003,0.04800000000000004,-2.700000000000003,1.4000000000000057,2.1000000000000014,4.599999999999998,4.100000000000001,-1.0,15.280999999999995,3.6,-5.913980000000009,66.65599999999999,0.12400000000000011,-8
2010,285,32,Baylor,194,3,76,Old Dominion,158,11,68,1,23.4007,118.384,94.9837,22.7,117.9,95.2,0.921,54.6,44.6,20.6,17.8,38.3,67.0,37.3,34.7,33.152,5.6,1.704,62.004,77.41935,17.6423,107.842,90.1999,17.1,106.6,89.5,0.882,48.9,45.3,20.2,22.5,42.8,70.4,30.2,30.5,20.316,0.6,1.96,4.171,76.47059,5.758400000000002,10.542000000000002,4.783799999999999,5.599999999999998,11.300000000000011,5.700000000000003,0.039000000000000035,5.700000000000003,-0.6999999999999957,0.40000000000000213,-4.699999999999999,-4.5,-3.4000000000000057,12.836000000000002,5.0,0.9487599999999929,57.833,-0.256,-8
2010,287,32,Purdue,156,4,63,Texas A&M,145,5,61,1,22.5959,110.762,88.1665,22.5,109.8,87.3,0.933,49.4,45.4,16.3,23.8,30.7,68.6,39.8,37.4,29.198,6.6,1.783,73.138,84.375,20.1487,112.093,91.9447,19.4,111.1,91.7,0.901,49.8,46.9,18.4,20.9,33.9,69.5,49.9,37.4,35.891,4.4,1.698,77.137,70.96774,2.4471999999999987,-1.331000000000003,-3.7781999999999982,3.1000000000000014,-1.2999999999999972,-4.400000000000006,0.03200000000000003,-0.3999999999999986,-1.5,-2.099999999999998,2.900000000000002,-3.1999999999999993,-0.9000000000000057,-6.692999999999998,2.1999999999999993,13.407259999999994,-3.9989999999999952,0.08499999999999996,-1
2010,289,32,California,191,8,53,Duke,188,1,68,0,22.2322,119.968,97.7354,22.8,119.5,96.7,0.919,53.4,48.3,17.5,18.9,35.2,69.3,35.2,34.0,28.292,1.7,2.356,54.719,69.69697,31.5489,119.296,87.7467,31.1,119.1,88.0,0.97,50.3,43.9,16.4,21.9,40.4,67.5,37.9,34.5,31.735,8.4,2.027,88.055,85.29412,-9.3167,0.671999999999997,9.988699999999994,-8.3,0.4000000000000057,8.700000000000003,-0.050999999999999934,3.1000000000000014,4.399999999999999,1.1000000000000014,-3.0,-5.199999999999996,1.7999999999999972,-3.442999999999998,-6.7,-15.597150000000013,-33.336000000000006,0.32899999999999974,7
2010,291,32,West Virginia,135,2,68,Missouri,171,10,59,1,25.7322,117.329,91.5966,24.3,116.7,92.4,0.936,49.3,47.7,18.1,20.9,42.4,68.8,38.2,40.6,34.312,8.0,1.753,69.372,81.81818,19.6787,110.105,90.4261,20.3,110.5,90.2,0.912,50.3,45.6,18.1,27.3,34.8,62.1,33.5,38.7,29.614,1.6,1.738,48.074,68.75,6.0535,7.2239999999999895,1.1704999999999899,4.0,6.200000000000003,2.200000000000003,0.02400000000000002,-1.0,2.1000000000000014,0.0,-6.400000000000002,7.600000000000001,6.699999999999996,4.697999999999997,6.4,13.068179999999998,21.298000000000002,0.014999999999999902,-8
2010,293,32,New Mexico,167,3,64,Washington,136,11,82,0,17.3849,114.142,96.7568,17.9,114.4,96.5,0.876,51.0,49.4,16.4,20.3,35.8,73.2,45.6,35.6,21.234,4.9,1.508,49.461,87.87879,17.9107,111.513,93.6021,18.0,111.3,93.3,0.884,49.4,46.2,17.5,22.0,37.4,68.4,42.0,46.4,24.044,1.2,1.502,80.577,72.72727,-0.5258000000000003,2.6289999999999907,3.1547000000000054,-0.10000000000000142,3.1000000000000085,3.200000000000003,-0.008000000000000007,1.6000000000000014,3.1999999999999957,-1.1000000000000014,-1.6999999999999993,-1.6000000000000014,4.799999999999997,-2.8099999999999987,3.7,15.15151999999999,-31.116,0.006000000000000005,-8
2010,295,32,Wisconsin,133,4,69,Cornell,189,12,87,0,25.564,115.399,89.8348,25.8,114.9,89.1,0.949,51.6,46.0,14.7,20.1,30.4,74.2,32.3,36.6,31.074,3.9,1.925,73.327,74.19355,13.552,115.443,101.891,13.1,114.0,100.9,0.803,56.4,47.6,18.5,20.9,32.0,70.3,28.9,38.9,16.574,1.9,2.416,1.23,86.2069,12.012,-0.04399999999999693,-12.056200000000004,12.700000000000001,0.9000000000000057,-11.800000000000011,0.1459999999999999,-4.799999999999997,-1.6000000000000014,-3.8000000000000007,-0.7999999999999972,-1.6000000000000014,3.9000000000000057,14.5,2.0,-12.013350000000003,72.097,-0.4909999999999999,-8
2010,297,32,Wake Forest,137,9,60,Kentucky,178,1,90,0,14.8954,106.69,91.7943,15.1,106.3,91.2,0.853,47.4,43.0,21.1,19.6,38.5,66.1,41.0,38.6,30.998,1.0,1.84,78.599,65.51724,24.9097,114.384,89.4743,24.9,114.0,89.1,0.945,53.0,43.5,20.5,19.9,40.8,68.0,43.5,27.7,24.373,8.6,0.851,90.246,94.11765,-10.0143,-7.694000000000003,2.3200000000000074,-9.799999999999999,-7.700000000000003,2.1000000000000085,-0.09199999999999997,-5.600000000000001,-0.5,0.6000000000000014,-0.29999999999999716,-2.299999999999997,-1.9000000000000057,6.625,-7.6,-28.600409999999997,-11.646999999999991,0.9890000000000001,8
2010,299,32,Kansas St.,179,2,84,BYU,192,7,72,1,24.9367,115.425,90.4885,25.4,115.5,90.1,0.946,50.6,46.9,20.2,23.6,41.0,66.8,52.1,47.3,35.3,6.8,1.717,43.295,78.125,24.4842,117.315,92.8309,23.9,116.4,92.5,0.934,55.1,46.3,15.9,22.0,31.0,73.0,38.2,36.4,21.607,4.0,1.561,27.091,84.84848,0.452499999999997,-1.8900000000000006,-2.342399999999998,1.5,-0.9000000000000057,-2.4000000000000057,0.0119999999999999,-4.5,0.6000000000000014,4.299999999999999,1.6000000000000014,10.0,-6.200000000000003,13.692999999999998,2.8,-6.723479999999995,16.204,0.15600000000000014,-5
2010,301,32,Pittsburgh,157,3,68,Xavier,131,6,71,0,18.7753,111.307,92.5315,17.7,110.0,92.3,0.883,49.6,44.5,19.5,16.9,37.3,68.4,42.6,32.8,29.605,3.6,1.44,68.381,75.0,19.8256,114.769,94.9437,19.6,114.3,94.7,0.897,52.5,45.7,18.3,18.2,35.0,70.6,42.4,33.2,27.451,2.8,1.45,54.813,75.0,-1.0503,-3.4620000000000033,-2.412200000000013,-1.9000000000000021,-4.299999999999997,-2.4000000000000057,-0.014000000000000012,-2.8999999999999986,-1.2000000000000028,1.1999999999999993,-1.3000000000000007,2.299999999999997,-2.1999999999999886,2.154,0.8000000000000003,0.0,13.567999999999998,-0.010000000000000009,-3
2010,303,32,Murray St.,168,13,52,Butler,193,5,54,0,14.5856,108.952,94.3666,11.6,106.2,94.6,0.791,55.5,43.9,21.4,24.4,39.1,66.7,42.9,34.0,9.836,0.0,1.736,12.64,87.5,20.0295,110.745,90.7154,18.6,109.2,90.6,0.895,52.0,46.3,19.2,21.1,31.2,72.9,47.7,35.8,20.638,4.5,1.671,31.589,87.5,-5.443899999999999,-1.7930000000000064,3.651200000000003,-7.000000000000002,-3.0,4.0,-0.10399999999999998,3.5,-2.3999999999999986,2.1999999999999993,3.299999999999997,7.900000000000002,-6.200000000000003,-10.802000000000001,-4.5,0.0,-18.948999999999998,0.06499999999999995,8
2010,305,32,Gonzaga,182,8,65,Syracuse,149,1,87,0,16.7934,112.378,95.585,17.3,111.2,93.9,0.875,54.4,46.4,18.6,18.3,32.4,71.4,49.3,33.9,22.1,2.5,1.25,51.509,80.64516,27.5886,118.167,90.5783,26.9,116.7,89.8,0.953,57.3,46.1,21.1,22.7,37.2,65.0,37.4,25.3,28.835,7.5,1.804,56.087,87.5,-10.795200000000001,-5.7890000000000015,5.006699999999995,-9.599999999999998,-5.5,4.1000000000000085,-0.07799999999999996,-2.8999999999999986,0.29999999999999716,-2.5,-4.399999999999999,-4.800000000000004,6.400000000000006,-6.734999999999999,-5.0,-6.854839999999996,-4.578000000000003,-0.554,7
2010,307,32,Ohio St.,160,2,75,Georgia Tech,183,10,66,1,25.4713,117.429,91.9581,24.7,116.2,91.5,0.94,56.4,47.4,17.3,21.7,29.4,71.5,35.7,26.8,30.606,5.7,1.975,77.427,79.41176,18.0357,108.997,90.9613,18.4,109.0,90.6,0.893,50.6,43.7,23.1,21.3,38.3,65.7,37.4,34.7,33.163,1.3,1.267,83.706,63.63636,7.435600000000001,8.432000000000002,0.9968000000000075,6.300000000000001,7.200000000000003,0.9000000000000057,0.04699999999999993,5.799999999999997,3.6999999999999957,-5.800000000000001,0.3999999999999986,-8.899999999999999,5.799999999999997,-2.556999999999995,4.4,15.775399999999998,-6.278999999999996,0.7080000000000002,-8
2010,309,32,Ohio,161,14,68,Tennessee,147,6,83,0,7.35379,105.808,98.4546,5.5,103.7,98.2,0.652,48.9,46.0,18.1,21.4,31.1,66.1,40.8,36.0,13.908,-7.8,1.364,24.434,58.82353,17.3928,106.604,89.2115,17.2,106.7,89.5,0.883,50.2,44.9,18.7,23.7,32.5,68.2,36.0,40.9,29.253,3.9,1.941,51.85,75.75758,-10.039010000000001,-0.7959999999999923,9.243099999999998,-11.7,-3.0,8.700000000000003,-0.23099999999999998,-1.3000000000000043,1.1000000000000014,-0.5999999999999979,-2.3000000000000007,-1.3999999999999986,-2.1000000000000085,-15.345,-11.7,-16.934050000000006,-27.416,-0.577,8
2010,311,32,Maryland,174,4,83,Michigan St.,173,5,85,0,22.7026,117.599,94.8962,21.5,115.8,94.3,0.914,51.9,44.3,16.7,21.5,35.3,62.9,33.9,29.0,30.926,3.3,2.003,75.457,73.33333,20.2975,112.268,91.9702,19.5,111.6,92.1,0.901,51.5,46.5,21.0,19.4,40.5,71.6,36.2,29.9,28.984,3.5,1.634,87.758,75.0,2.405100000000001,5.331000000000003,2.9259999999999877,2.0,4.200000000000003,2.200000000000003,0.013000000000000012,0.3999999999999986,-2.200000000000003,-4.300000000000001,2.1000000000000014,-5.200000000000003,-8.699999999999996,1.9419999999999966,-0.20000000000000018,-1.6666699999999963,-12.301000000000002,0.3690000000000002,-1
2010,313,32,Northern Iowa,164,9,69,Kansas,180,1,67,1,18.2648,108.029,89.7638,17.5,107.0,89.5,0.886,49.7,46.2,17.7,20.6,30.7,74.1,36.4,28.5,18.366,3.7,1.964,12.129,87.5,32.5121,119.854,87.3419,31.4,120.0,88.6,0.97,55.1,43.0,18.5,20.2,38.2,68.3,42.4,31.2,33.083,11.7,1.425,85.29,94.11765,-14.247299999999996,-11.825000000000003,2.421900000000008,-13.899999999999999,-13.0,0.9000000000000057,-0.08399999999999996,-5.399999999999999,3.200000000000003,-0.8000000000000007,0.40000000000000213,-7.5000000000000036,5.799999999999997,-14.716999999999999,-7.999999999999999,-6.617649999999998,-73.161,0.5389999999999999,8
2010,315,64,Robert Morris,154,15,70,Villanova,138,2,73,0,-1.83054,99.6218,101.452,-2.6,98.9,101.5,0.426,49.0,47.0,21.7,23.2,34.5,67.5,45.9,46.9,10.542,-6.5,1.814,7.912,67.64706,22.9755,118.572,95.5965,22.9,118.0,95.1,0.923,53.0,47.2,19.1,20.9,38.0,68.1,44.0,49.0,33.157,5.5,1.602,89.439,77.41935,-24.80604,-18.95020000000001,5.855499999999992,-25.5,-19.099999999999994,6.400000000000006,-0.49700000000000005,-4.0,-0.20000000000000284,2.599999999999998,2.3000000000000007,-3.5,-0.5999999999999943,-22.614999999999995,-12.0,-9.772289999999998,-81.52699999999999,0.21199999999999997,13
2010,317,64,Saint Mary's,153,10,80,Richmond,155,7,71,1,19.4058,116.442,97.0364,17.9,115.2,97.3,0.875,55.7,45.8,17.0,16.3,33.9,69.1,32.1,31.4,17.876,1.9,1.478,22.783,83.33333,15.2274,108.108,92.8809,14.6,106.5,91.9,0.845,51.0,43.8,16.9,22.8,26.7,64.8,32.6,35.8,24.758,2.6,2.066,22.243,76.47059,4.1784,8.333999999999989,4.1555000000000035,3.299999999999999,8.700000000000003,5.3999999999999915,0.030000000000000027,4.700000000000003,2.0,0.10000000000000142,-6.5,7.199999999999999,4.299999999999997,-6.881999999999998,-0.7000000000000002,6.862740000000002,0.5400000000000027,-0.5879999999999999,3
2010,319,64,Sam Houston St.,152,14,59,Baylor,194,3,68,0,7.06873,110.763,103.694,7.5,110.2,102.7,0.692,54.3,50.3,18.9,21.1,34.4,69.6,39.5,41.7,12.73,-2.5,2.309,2.044,75.0,23.4007,118.384,94.9837,22.7,117.9,95.2,0.921,54.6,44.6,20.6,17.8,38.3,67.0,37.3,34.7,33.152,5.6,1.704,62.004,77.41935,-16.33197,-7.620999999999995,8.710300000000004,-15.2,-7.700000000000003,7.5,-0.2290000000000001,-0.30000000000000426,5.699999999999996,-1.7000000000000028,3.3000000000000007,-3.8999999999999986,2.5999999999999943,-20.422,-8.1,-2.4193499999999943,-59.96,0.6050000000000002,11
2010,321,64,Old Dominion,158,11,51,Notre Dame,163,6,50,1,17.6423,107.842,90.1999,17.1,106.6,89.5,0.882,48.9,45.3,20.2,22.5,42.8,70.4,30.2,30.5,20.316,0.6,1.96,4.171,76.47059,18.3693,119.809,101.439,19.0,119.6,100.6,0.88,54.1,49.4,15.9,16.0,34.5,69.5,39.1,27.9,27.053,0.5,2.332,57.766,67.64706,-0.7270000000000003,-11.966999999999999,-11.239099999999993,-1.8999999999999986,-13.0,-11.099999999999994,0.0020000000000000018,-5.200000000000003,-4.100000000000001,4.299999999999999,6.5,8.299999999999997,0.9000000000000057,-6.737000000000002,0.09999999999999998,8.823530000000005,-53.595,-0.3719999999999999,5
2010,323,64,Siena,150,13,64,Purdue,156,4,72,0,13.9156,109.569,95.6534,12.5,108.2,95.7,0.804,49.8,47.9,17.4,21.7,35.6,70.1,39.2,21.0,16.852,0.9,2.178,13.214,81.81818,22.5959,110.762,88.1665,22.5,109.8,87.3,0.933,49.4,45.4,16.3,23.8,30.7,68.6,39.8,37.4,29.198,6.6,1.783,73.138,84.375,-8.6803,-1.1929999999999978,7.486900000000006,-10.0,-1.5999999999999943,8.400000000000006,-0.129,0.3999999999999986,2.5,1.0999999999999979,-2.1000000000000014,4.900000000000002,1.5,-12.346,-5.699999999999999,-2.556820000000002,-59.92400000000001,0.395,9
2010,325,64,Utah St.,142,12,53,Texas A&M,145,5,69,0,21.2893,116.361,95.0722,20.2,115.2,95.0,0.902,55.5,45.7,16.3,17.6,33.8,73.0,30.4,29.8,15.1,-0.4,1.965,9.11,78.78788,20.1487,112.093,91.9447,19.4,111.1,91.7,0.901,49.8,46.9,18.4,20.9,33.9,69.5,49.9,37.4,35.891,4.4,1.698,77.137,70.96774,1.1405999999999992,4.268000000000001,3.1274999999999977,0.8000000000000007,4.1000000000000085,3.299999999999997,0.0010000000000000009,5.700000000000003,-1.1999999999999957,-2.099999999999998,-3.299999999999997,-0.10000000000000142,3.5,-20.790999999999997,-4.800000000000001,7.820139999999995,-68.027,0.2670000000000001,7
2010,327,64,Louisville,176,9,62,California,191,8,77,0,17.834,115.013,97.1787,17.3,114.5,97.2,0.868,51.5,48.2,19.9,22.3,39.7,62.8,36.4,40.9,30.501,-0.1,1.649,78.786,62.5,22.2322,119.968,97.7354,22.8,119.5,96.7,0.919,53.4,48.3,17.5,18.9,35.2,69.3,35.2,34.0,28.292,1.7,2.356,54.719,69.69697,-4.398199999999999,-4.954999999999998,-0.5566999999999922,-5.5,-5.0,0.5,-0.051000000000000045,-1.8999999999999986,-0.09999999999999432,2.3999999999999986,3.400000000000002,4.5,-6.5,2.2089999999999996,-1.8,-7.196969999999993,24.067,-0.7069999999999999,1
2010,329,64,Arkansas Pine Bluff,195,16,44,Duke,188,1,73,0,-7.91476,91.8221,99.7369,-7.0,91.4,98.4,0.3,45.0,46.0,24.5,20.6,35.8,73.4,48.6,55.3,18.903,-8.0,2.365,0.2,51.6129,31.5489,119.296,87.7467,31.1,119.1,88.0,0.97,50.3,43.9,16.4,21.9,40.4,67.5,37.9,34.5,31.735,8.4,2.027,88.055,85.29412,-39.46366,-27.4739,11.990200000000002,-38.1,-27.69999999999999,10.400000000000006,-0.6699999999999999,-5.299999999999997,2.1000000000000014,8.100000000000001,-1.2999999999999972,-4.600000000000001,5.900000000000006,-12.832,-16.4,-33.68122,-87.855,0.3380000000000001,15
2010,331,64,Morgan St.,169,15,50,West Virginia,135,2,77,0,1.90682,105.657,103.75,0.4,104.1,103.7,0.511,47.9,46.5,19.1,20.3,40.1,65.4,44.2,42.9,11.49,-3.9,1.776,0.2,75.0,25.7322,117.329,91.5966,24.3,116.7,92.4,0.936,49.3,47.7,18.1,20.9,42.4,68.8,38.2,40.6,34.312,8.0,1.753,69.372,81.81818,-23.82538,-11.671999999999997,12.153400000000005,-23.900000000000002,-12.600000000000009,11.299999999999997,-0.42500000000000004,-1.3999999999999986,-1.2000000000000028,1.0,-0.5999999999999979,-2.299999999999997,-3.3999999999999915,-22.821999999999996,-11.9,-6.818179999999998,-69.172,0.02300000000000013,13
2010,333,64,Missouri,171,10,86,Clemson,190,7,78,1,19.6787,110.105,90.4261,20.3,110.5,90.2,0.912,50.3,45.6,18.1,27.3,34.8,62.1,33.5,38.7,29.614,1.6,1.738,48.074,68.75,19.633,109.94,90.3071,20.1,109.5,89.4,0.912,51.0,46.1,21.2,25.0,36.2,66.4,35.3,34.9,30.403,1.5,1.583,61.661,67.74194,0.045700000000000074,0.16500000000000625,0.11899999999999977,0.1999999999999993,1.0,0.7999999999999972,0.0,-0.7000000000000028,-0.5,-3.099999999999998,2.3000000000000007,-1.4000000000000057,-4.300000000000004,-0.7889999999999979,0.10000000000000009,1.0080600000000004,-13.587000000000003,0.15500000000000003,3
2010,335,64,Montana,170,14,57,New Mexico,167,3,62,0,8.50753,106.707,98.1992,4.0,103.8,99.8,0.611,54.5,47.7,19.1,19.8,30.0,70.3,37.3,38.6,11.471,-4.6,2.025,21.883,68.96552,17.3849,114.142,96.7568,17.9,114.4,96.5,0.876,51.0,49.4,16.4,20.3,35.8,73.2,45.6,35.6,21.234,4.9,1.508,49.461,87.87879,-8.877369999999999,-7.435000000000002,1.4424000000000063,-13.899999999999999,-10.600000000000009,3.299999999999997,-0.265,3.5,-1.6999999999999957,2.700000000000003,-0.5,-5.799999999999997,-2.9000000000000057,-9.763000000000002,-9.5,-18.913269999999997,-27.578,0.5169999999999999,11
2010,337,64,Washington,136,11,80,Marquette,175,6,78,1,17.9107,111.513,93.6021,18.0,111.3,93.3,0.884,49.4,46.2,17.5,22.0,37.4,68.4,42.0,46.4,24.044,1.2,1.502,80.577,72.72727,20.4947,114.599,94.1043,19.9,113.9,94.0,0.901,52.5,49.3,15.8,22.1,31.4,66.9,35.1,29.5,31.568,1.8,2.201,17.888,66.66667,-2.584000000000003,-3.0859999999999985,-0.502200000000002,-1.8999999999999986,-2.6000000000000085,-0.7000000000000028,-0.017000000000000015,-3.1000000000000014,-3.0999999999999943,1.6999999999999993,-0.10000000000000142,6.0,1.5,-7.524000000000001,-0.6000000000000001,6.060600000000008,62.68899999999999,-0.6990000000000001,5
2010,339,64,Wofford,132,13,49,Wisconsin,133,4,53,0,9.42513,104.267,94.8414,9.0,103.7,94.7,0.74,49.2,46.8,18.2,21.6,33.5,70.7,44.6,35.8,14.561,-1.9,1.877,9.27,75.75758,25.564,115.399,89.8348,25.8,114.9,89.1,0.949,51.6,46.0,14.7,20.1,30.4,74.2,32.3,36.6,31.074,3.9,1.925,73.327,74.19355,-16.13887,-11.132000000000005,5.006599999999992,-16.8,-11.200000000000003,5.6000000000000085,-0.20899999999999996,-2.3999999999999986,0.7999999999999972,3.5,1.5,3.1000000000000014,-3.5,-16.513,-5.8,1.5640300000000025,-64.057,-0.04800000000000004,9
2010,341,64,Cornell,189,12,78,Temple,148,5,65,1,13.552,115.443,101.891,13.1,114.0,100.9,0.803,56.4,47.6,18.5,20.9,32.0,70.3,28.9,38.9,16.574,1.9,2.416,1.23,86.2069,21.0266,107.306,86.2797,19.5,106.2,86.7,0.912,48.9,42.4,16.8,18.1,32.5,72.4,27.7,26.6,23.817,5.3,1.792,31.121,85.29412,-7.474599999999999,8.137,15.6113,-6.4,7.799999999999997,14.200000000000003,-0.10899999999999999,7.5,5.200000000000003,1.6999999999999993,2.799999999999997,-0.5,-2.1000000000000085,-7.2429999999999986,-3.4,0.9127799999999979,-29.891,0.6239999999999999,7
2010,343,64,Wake Forest,137,9,81,Texas,146,8,80,1,14.8954,106.69,91.7943,15.1,106.3,91.2,0.853,47.4,43.0,21.1,19.6,38.5,66.1,41.0,38.6,30.998,1.0,1.84,78.599,65.51724,20.6323,113.444,92.8117,21.3,113.2,91.9,0.917,51.3,44.8,18.7,20.3,39.6,68.4,40.4,35.3,31.848,3.9,1.575,85.262,72.72727,-5.7369,-6.754000000000005,-1.017399999999995,-6.200000000000001,-6.900000000000006,-0.7000000000000028,-0.06400000000000006,-3.8999999999999986,-1.7999999999999972,2.400000000000002,-0.6999999999999993,-1.1000000000000014,-2.3000000000000114,-0.8499999999999979,-2.9,-7.210030000000003,-6.662999999999997,0.2650000000000001,1
2010,345,64,East Tennessee St.,187,16,71,Kentucky,178,1,100,0,2.40771,100.3,97.8928,1.1,98.1,97.0,0.532,48.0,48.1,21.2,24.2,35.1,66.2,40.0,39.3,13.94,-8.1,1.558,16.46,57.57576,24.9097,114.384,89.4743,24.9,114.0,89.1,0.945,53.0,43.5,20.5,19.9,40.8,68.0,43.5,27.7,24.373,8.6,0.851,90.246,94.11765,-22.50199,-14.084000000000003,8.418499999999995,-23.799999999999997,-15.900000000000006,7.900000000000006,-0.4129999999999999,-5.0,4.600000000000001,0.6999999999999993,4.300000000000001,-5.699999999999996,-1.7999999999999972,-10.433000000000002,-16.7,-36.541889999999995,-73.786,0.7070000000000001,15
